drug_a_name,drug_b_name,cell_line,synergy,fold
L778123,MK-4827,SW620,6.504714655,3
L778123,MK-4827,SW837,-43.41334659,3
L778123,MK-4827,T47D,4.694846339,3
L778123,MK-4827,UACC62,10.98543739,3
L778123,MK-4827,UWB1289BRCA1,26.42003924,3
L778123,MK-4827,UWB1289,21.78681202,3
L778123,MK-4827,VCAP,13.81538365,3
L778123,MK-4827,ZR751,-0.415905426,3
L778123,MK-5108,A2058,25.4027631,0
L778123,MK-5108,A2780,17.97616507,0
L778123,MK-5108,A375,27.48518919,0
L778123,MK-5108,A427,31.11662341,0
L778123,MK-5108,CAOV3,18.91149043,0
L778123,MK-5108,COLO320DM,-44.63630794,0
L778123,MK-5108,DLD1,8.391528544,0
L778123,MK-5108,EFM192B,-8.015258611,0
L778123,MK-5108,ES2,7.62212044,0
L778123,MK-5108,HCT116,11.63548222,0
L778123,MK-5108,HT144,4.764448933,0
L778123,MK-5108,HT29,23.46348238,0
L778123,MK-5108,KPL1,-2.596329697,0
L778123,MK-5108,LNCAP,-48.41904865,0
L778123,MK-5108,LOVO,2.420622444,0
L778123,MK-5108,MDAMB436,7.653258707,0
L778123,MK-5108,MSTO,9.860060611,0
L778123,MK-5108,NCIH1650,3.488656311,0
L778123,MK-5108,NCIH2122,0.074673438,0
L778123,MK-5108,NCIH23,-0.014129706,0
L778123,MK-5108,NCIH460,-0.231289186,0
L778123,MK-5108,NCIH520,1.915048075,0
L778123,MK-5108,OCUBM,19.26940704,0
L778123,MK-5108,OV90,14.62069281,0
L778123,MK-5108,OVCAR3,-9.869982382,0
L778123,MK-5108,PA1,42.3692131,0
L778123,MK-5108,RKO,18.47402958,0
L778123,MK-5108,RPMI7951,2.035024665,0
L778123,MK-5108,SKMEL30,23.14351777,0
L778123,MK-5108,SKMES1,1.141974583,0
L778123,MK-5108,SKOV3,16.09406869,0
L778123,MK-5108,SW620,22.66867374,0
L778123,MK-5108,SW837,17.89562336,0
L778123,MK-5108,T47D,-9.012630935,0
L778123,MK-5108,UACC62,4.916498181,0
L778123,MK-5108,UWB1289BRCA1,3.77393591,0
L778123,MK-5108,UWB1289,12.04015258,0
L778123,MK-5108,VCAP,-5.500935539,0
L778123,MK-5108,ZR751,-10.64945264,0
L778123,MK-8669,A2058,58.87584853,3
L778123,MK-8669,A2058,34.03318628,3
L778123,MK-8669,A2780,38.88260616,3
L778123,MK-8669,A375,35.95541534,3
L778123,MK-8669,A375,34.63464501,3
L778123,MK-8669,A427,47.27449937,3
L778123,MK-8669,A427,22.02772589,3
L778123,MK-8669,CAOV3,46.52843425,3
L778123,MK-8669,CAOV3,22.46089475,3
L778123,MK-8669,COLO320DM,15.86046911,3
L778123,MK-8669,COLO320DM,8.557827923,3
L778123,MK-8669,DLD1,28.48618351,3
L778123,MK-8669,EFM192B,61.52860038,3
L778123,MK-8669,EFM192B,28.99807797,3
L778123,MK-8669,ES2,29.2503043,3
L778123,MK-8669,ES2,26.71178979,3
L778123,MK-8669,HCT116,9.141900974,3
L778123,MK-8669,HCT116,11.34427372,3
L778123,MK-8669,HT144,40.54201311,3
L778123,MK-8669,HT29,42.17496095,3
L778123,MK-8669,HT29,42.52837851,3
L778123,MK-8669,KPL1,37.74392779,3
L778123,MK-8669,LNCAP,54.39460903,3
L778123,MK-8669,LOVO,29.33821543,3
L778123,MK-8669,LOVO,27.45209899,3
L778123,MK-8669,MDAMB436,34.19421959,3
L778123,MK-8669,MSTO,44.80655134,3
L778123,MK-8669,NCIH1650,38.25945063,3
L778123,MK-8669,NCIH1650,45.47590734,3
L778123,MK-8669,NCIH2122,47.63149538,3
L778123,MK-8669,NCIH2122,32.35023462,3
L778123,MK-8669,NCIH23,33.11523517,3
L778123,MK-8669,NCIH23,17.09000691,3
L778123,MK-8669,NCIH460,29.84292815,3
L778123,MK-8669,NCIH520,43.73504997,3
L778123,MK-8669,OCUBM,47.65133978,3
L778123,MK-8669,OV90,35.90390591,3
L778123,MK-8669,OVCAR3,39.05316644,3
L778123,MK-8669,PA1,31.6766407,3
L778123,MK-8669,PA1,21.05469135,3
L778123,MK-8669,RKO,45.6577058,3
L778123,MK-8669,RPMI7951,31.63901828,3
L778123,MK-8669,SKMEL30,41.24719032,3
L778123,MK-8669,SKMES1,30.66591236,3
L778123,MK-8669,SKOV3,48.44299796,3
L778123,MK-8669,SW620,28.72951511,3
L778123,MK-8669,SW620,16.99239544,3
L778123,MK-8669,SW837,30.8585163,3
L778123,MK-8669,T47D,40.04916007,3
L778123,MK-8669,UACC62,39.92569565,3
L778123,MK-8669,UWB1289BRCA1,43.38043018,3
L778123,MK-8669,UWB1289,50.98532887,3
L778123,MK-8669,VCAP,51.97185783,3
L778123,MK-8669,ZR751,31.46964042,3
L778123,MK-8776,A2058,34.40433372,2
L778123,MK-8776,A2780,20.98064666,2
L778123,MK-8776,A375,23.17707892,2
L778123,MK-8776,A427,10.89734951,2
L778123,MK-8776,CAOV3,21.69121505,2
L778123,MK-8776,COLO320DM,15.81599636,2
L778123,MK-8776,DLD1,2.217386015,2
L778123,MK-8776,EFM192B,7.969866269,2
L778123,MK-8776,ES2,18.64359246,2
L778123,MK-8776,HCT116,5.484074571,2
L778123,MK-8776,HT144,-69.55298015,2
L778123,MK-8776,HT29,18.06804553,2
L778123,MK-8776,KPL1,-4.502453403,2
L778123,MK-8776,LNCAP,-69.91688569,2
L778123,MK-8776,LOVO,11.79516371,2
L778123,MK-8776,MDAMB436,9.442030118,2
L778123,MK-8776,MSTO,1.660039784,2
L778123,MK-8776,NCIH1650,-0.685812337,2
L778123,MK-8776,NCIH2122,-8.437759166,2
L778123,MK-8776,NCIH23,3.458853901,2
L778123,MK-8776,NCIH460,6.933205144,2
L778123,MK-8776,NCIH520,9.232732447,2
L778123,MK-8776,OCUBM,15.69639609,2
L778123,MK-8776,OV90,18.35992184,2
L778123,MK-8776,OVCAR3,-20.13894756,2
L778123,MK-8776,PA1,11.88366768,2
L778123,MK-8776,RKO,22.01897036,2
L778123,MK-8776,RPMI7951,0.918950136,2
L778123,MK-8776,SKMEL30,9.285393836,2
L778123,MK-8776,SKMES1,-4.931175506,2
L778123,MK-8776,SKOV3,3.369607336,2
L778123,MK-8776,SW620,4.908818949,2
L778123,MK-8776,SW837,-87.12752054,2
L778123,MK-8776,T47D,-3.498935788,2
L778123,MK-8776,UACC62,8.461903839,2
L778123,MK-8776,UWB1289BRCA1,-4.694688832,2
L778123,MK-8776,UWB1289,1.563542275,2
L778123,MK-8776,VCAP,12.55202647,2
L778123,MK-8776,ZR751,0.796494514,2
L778123,OXALIPLATIN,A2058,0.351931352,2
L778123,OXALIPLATIN,A2780,-1.617463864,2
L778123,OXALIPLATIN,A375,1.964045948,2
L778123,OXALIPLATIN,A427,3.14211183,2
L778123,OXALIPLATIN,CAOV3,1.026011627,2
L778123,OXALIPLATIN,COLO320DM,5.584999407,2
L778123,OXALIPLATIN,DLD1,5.805430614,2
L778123,OXALIPLATIN,EFM192B,-9.476911953,2
L778123,OXALIPLATIN,ES2,-15.6629728,2
L778123,OXALIPLATIN,HCT116,9.313508236,2
L778123,OXALIPLATIN,HT144,-6.607703841,2
L778123,OXALIPLATIN,HT29,12.00833784,2
L778123,OXALIPLATIN,KPL1,-3.102658609,2
L778123,OXALIPLATIN,LNCAP,-47.54112621,2
L778123,OXALIPLATIN,LOVO,-2.452649064,2
L778123,OXALIPLATIN,MDAMB436,-5.750765641,2
L778123,OXALIPLATIN,MSTO,2.842993159,2
L778123,OXALIPLATIN,NCIH1650,4.437958058,2
L778123,OXALIPLATIN,NCIH2122,7.847496455,2
L778123,OXALIPLATIN,NCIH23,-0.428246271,2
L778123,OXALIPLATIN,NCIH460,-14.91146278,2
L778123,OXALIPLATIN,NCIH520,4.145717457,2
L778123,OXALIPLATIN,OCUBM,14.12155225,2
L778123,OXALIPLATIN,OV90,-9.179727273,2
L778123,OXALIPLATIN,OVCAR3,-19.17660064,2
L778123,OXALIPLATIN,PA1,-15.59762171,2
L778123,OXALIPLATIN,RKO,1.911968213,2
L778123,OXALIPLATIN,RPMI7951,-1.767069666,2
L778123,OXALIPLATIN,SKMEL30,1.490068165,2
L778123,OXALIPLATIN,SKMES1,0.395068547,2
L778123,OXALIPLATIN,SKOV3,3.528443519,2
L778123,OXALIPLATIN,SW620,1.942674387,2
L778123,OXALIPLATIN,SW837,-7.328068519,2
L778123,OXALIPLATIN,T47D,-22.10312984,2
L778123,OXALIPLATIN,UACC62,-12.01542931,2
L778123,OXALIPLATIN,UWB1289BRCA1,6.525043834,2
L778123,OXALIPLATIN,UWB1289,7.857452265,2
L778123,OXALIPLATIN,VCAP,13.10287555,2
L778123,OXALIPLATIN,ZR751,7.747203191,2
L778123,PD325901,A2058,9.094502324,1
L778123,PD325901,A2780,32.49092847,1
L778123,PD325901,A375,18.09865844,1
L778123,PD325901,A427,23.7544086,1
L778123,PD325901,CAOV3,51.29024931,1
L778123,PD325901,COLO320DM,-0.099704801,1
L778123,PD325901,DLD1,14.60897023,1
L778123,PD325901,EFM192B,13.4965113,1
L778123,PD325901,ES2,25.06591414,1
L778123,PD325901,HCT116,27.13820301,1
L778123,PD325901,HT144,29.57662754,1
L778123,PD325901,HT29,25.21388447,1
L778123,PD325901,KPL1,-7.38211565,1
L778123,PD325901,LNCAP,13.11945891,1
L778123,PD325901,LOVO,12.83024918,1
L778123,PD325901,MDAMB436,16.36150801,1
L778123,PD325901,MSTO,19.53292004,1
L778123,PD325901,NCIH1650,4.405204226,1
L778123,PD325901,NCIH2122,34.99398612,1
L778123,PD325901,NCIH23,12.20574328,1
L778123,PD325901,NCIH460,15.51485636,1
L778123,PD325901,NCIH520,11.72700399,1
L778123,PD325901,OCUBM,10.55779457,1
L778123,PD325901,OV90,9.215368347,1
L778123,PD325901,OVCAR3,-17.28322256,1
L778123,PD325901,PA1,15.2799048,1
L778123,PD325901,RKO,28.60090852,1
L778123,PD325901,RPMI7951,17.53511638,1
L778123,PD325901,SKMEL30,25.39440458,1
L778123,PD325901,SKMES1,15.83488894,1
L778123,PD325901,SKOV3,20.42089941,1
L778123,PD325901,SW620,15.91760747,1
L778123,PD325901,SW837,8.263865487,1
L778123,PD325901,T47D,-14.86371545,1
L778123,PD325901,UACC62,6.241358927,1
L778123,PD325901,UWB1289BRCA1,11.09111959,1
L778123,PD325901,UWB1289,9.562267235,1
L778123,PD325901,VCAP,12.64766617,1
L778123,PD325901,ZR751,15.45671153,1
L778123,SN-38,A2058,40.81060203,2
L778123,SN-38,A2780,7.511045293,2
L778123,SN-38,A375,16.52997588,2
L778123,SN-38,A427,24.02207234,2
L778123,SN-38,CAOV3,-3.823383721,2
L778123,SN-38,COLO320DM,6.897946786,2
L778123,SN-38,DLD1,1.960216021,2
L778123,SN-38,EFM192B,6.750014217,2
L778123,SN-38,ES2,3.064153618,2
L778123,SN-38,HCT116,-0.83173209,2
L778123,SN-38,HT144,8.237317357,2
L778123,SN-38,HT29,13.36672113,2
L778123,SN-38,KPL1,-3.347640347,2
L778123,SN-38,LNCAP,-0.858149059,2
L778123,SN-38,LOVO,8.337980768,2
L778123,SN-38,MDAMB436,11.57621433,2
L778123,SN-38,MSTO,-1.355625504,2
L778123,SN-38,NCIH1650,3.482711996,2
L778123,SN-38,NCIH2122,8.383842154,2
L778123,SN-38,NCIH23,11.11154137,2
L778123,SN-38,NCIH460,9.492293138,2
L778123,SN-38,NCIH520,1.411833248,2
L778123,SN-38,OCUBM,31.88654236,2
L778123,SN-38,OV90,7.360311355,2
L778123,SN-38,OVCAR3,3.883816289,2
L778123,SN-38,PA1,9.44773259,2
L778123,SN-38,RKO,16.96973433,2
L778123,SN-38,RPMI7951,12.42721464,2
L778123,SN-38,SKMEL30,4.303090102,2
L778123,SN-38,SKMES1,12.28029936,2
L778123,SN-38,SKOV3,6.401980537,2
L778123,SN-38,SW620,4.195219562,2
L778123,SN-38,SW837,-0.022404536,2
L778123,SN-38,T47D,7.816275691,2
L778123,SN-38,UACC62,8.967482529,2
L778123,SN-38,UWB1289BRCA1,13.89836936,2
L778123,SN-38,UWB1289,13.16313229,2
L778123,SN-38,VCAP,19.82970677,2
L778123,SN-38,ZR751,13.88732472,2
L778123,SORAFENIB,A2058,23.18745777,4
L778123,SORAFENIB,A2780,3.032832745,4
L778123,SORAFENIB,A375,10.25182282,4
L778123,SORAFENIB,A427,11.42191166,4
L778123,SORAFENIB,CAOV3,-0.76061527,4
L778123,SORAFENIB,COLO320DM,5.973085981,4
L778123,SORAFENIB,DLD1,10.90452145,4
L778123,SORAFENIB,EFM192B,-1.108926504,4
L778123,SORAFENIB,ES2,-1.088503854,4
L778123,SORAFENIB,HCT116,10.18468048,4
L778123,SORAFENIB,HT144,5.180809296,4
L778123,SORAFENIB,HT29,5.378074318,4
L778123,SORAFENIB,KPL1,3.894708672,4
L778123,SORAFENIB,LNCAP,-2.563488749,4
L778123,SORAFENIB,LOVO,0.941753313,4
L778123,SORAFENIB,MDAMB436,-10.2236752,4
L778123,SORAFENIB,MSTO,-25.16985204,4
L778123,SORAFENIB,NCIH1650,1.158423717,4
L778123,SORAFENIB,NCIH2122,1.456540637,4
L778123,SORAFENIB,NCIH23,7.013397652,4
L778123,SORAFENIB,NCIH460,10.16402964,4
L778123,SORAFENIB,NCIH520,10.14643691,4
L778123,SORAFENIB,OCUBM,11.09965432,4
L778123,SORAFENIB,OV90,4.155197717,4
L778123,SORAFENIB,OVCAR3,-21.13673403,4
L778123,SORAFENIB,PA1,11.08468382,4
L778123,SORAFENIB,RKO,18.04488059,4
L778123,SORAFENIB,RPMI7951,-7.179709512,4
L778123,SORAFENIB,SKMEL30,8.857971212,4
L778123,SORAFENIB,SKMES1,3.351908638,4
L778123,SORAFENIB,SKOV3,14.92026179,4
L778123,SORAFENIB,SW620,6.278743256,4
L778123,SORAFENIB,SW837,-2.27123328,4
L778123,SORAFENIB,T47D,0.530908603,4
L778123,SORAFENIB,UACC62,6.97975571,4
L778123,SORAFENIB,UWB1289BRCA1,-1.112969295,4
L778123,SORAFENIB,UWB1289,0.541053226,4
L778123,SORAFENIB,VCAP,-5.150757416,4
L778123,SORAFENIB,ZR751,-7.810085414,4
L778123,SUNITINIB,A2058,21.02058874,2
L778123,SUNITINIB,A2780,9.614375072,2
L778123,SUNITINIB,A375,17.48683932,2
L778123,SUNITINIB,A427,18.37024773,2
L778123,SUNITINIB,CAOV3,12.19357362,2
L778123,SUNITINIB,COLO320DM,13.11683814,2
L778123,SUNITINIB,DLD1,10.25108523,2
L778123,SUNITINIB,EFM192B,3.150903286,2
L778123,SUNITINIB,ES2,10.28487924,2
L778123,SUNITINIB,HCT116,17.12725143,2
L778123,SUNITINIB,HT144,11.0854033,2
L778123,SUNITINIB,HT29,21.6185879,2
L778123,SUNITINIB,KPL1,9.694207247,2
L778123,SUNITINIB,LNCAP,3.871155068,2
L778123,SUNITINIB,LOVO,5.443011399,2
L778123,SUNITINIB,MDAMB436,6.104659707,2
L778123,SUNITINIB,MSTO,4.286658567,2
L778123,SUNITINIB,NCIH1650,5.999936514,2
L778123,SUNITINIB,NCIH2122,9.702262559,2
L778123,SUNITINIB,NCIH23,3.793585187,2
L778123,SUNITINIB,NCIH460,13.20124192,2
L778123,SUNITINIB,NCIH520,13.99298788,2
L778123,SUNITINIB,OCUBM,8.624383379,2
L778123,SUNITINIB,OV90,6.890183712,2
L778123,SUNITINIB,OVCAR3,0.48353726,2
L778123,SUNITINIB,PA1,13.72930533,2
L778123,SUNITINIB,RKO,12.4700606,2
L778123,SUNITINIB,RPMI7951,4.698405972,2
L778123,SUNITINIB,SKMEL30,5.800771747,2
L778123,SUNITINIB,SKMES1,15.38343996,2
L778123,SUNITINIB,SKOV3,17.97884234,2
L778123,SUNITINIB,SW620,15.08341203,2
L778123,SUNITINIB,SW837,3.566307175,2
L778123,SUNITINIB,T47D,8.740402041,2
L778123,SUNITINIB,UACC62,15.15440299,2
L778123,SUNITINIB,UWB1289BRCA1,12.43338721,2
L778123,SUNITINIB,UWB1289,10.53773525,2
L778123,SUNITINIB,VCAP,13.58103981,2
L778123,SUNITINIB,ZR751,5.737979435,2
L778123,TEMOZOLOMIDE,A2058,38.53907249,0
L778123,TEMOZOLOMIDE,A2780,10.92689135,0
L778123,TEMOZOLOMIDE,A375,3.934664712,0
L778123,TEMOZOLOMIDE,A427,24.79784247,0
L778123,TEMOZOLOMIDE,CAOV3,-9.497573207,0
L778123,TEMOZOLOMIDE,COLO320DM,7.356978864,0
L778123,TEMOZOLOMIDE,DLD1,2.544573243,0
L778123,TEMOZOLOMIDE,EFM192B,-20.43473038,0
L778123,TEMOZOLOMIDE,ES2,0.401841546,0
L778123,TEMOZOLOMIDE,HCT116,-9.155965286,0
L778123,TEMOZOLOMIDE,HT144,-1.651880182,0
L778123,TEMOZOLOMIDE,HT29,5.435722234,0
L778123,TEMOZOLOMIDE,KPL1,-26.01477346,0
L778123,TEMOZOLOMIDE,LNCAP,0.791798788,0
L778123,TEMOZOLOMIDE,LOVO,4.867554616,0
L778123,TEMOZOLOMIDE,MDAMB436,9.075990388,0
L778123,TEMOZOLOMIDE,MSTO,8.56758949,0
L778123,TEMOZOLOMIDE,NCIH1650,-13.71528592,0
L778123,TEMOZOLOMIDE,NCIH2122,0.113028488,0
L778123,TEMOZOLOMIDE,NCIH23,1.245310847,0
L778123,TEMOZOLOMIDE,NCIH460,0.591419321,0
L778123,TEMOZOLOMIDE,NCIH520,4.604614098,0
L778123,TEMOZOLOMIDE,OCUBM,-3.640573379,0
L778123,TEMOZOLOMIDE,OV90,21.21645312,0
L778123,TEMOZOLOMIDE,OVCAR3,-9.799372161,0
L778123,TEMOZOLOMIDE,PA1,10.52165348,0
L778123,TEMOZOLOMIDE,RKO,-9.799840789,0
L778123,TEMOZOLOMIDE,RPMI7951,8.378533779,0
L778123,TEMOZOLOMIDE,SKMEL30,9.161664226,0
L778123,TEMOZOLOMIDE,SKMES1,9.865264199,0
L778123,TEMOZOLOMIDE,SKOV3,3.941396628,0
L778123,TEMOZOLOMIDE,SW620,-7.623653668,0
L778123,TEMOZOLOMIDE,SW837,14.53072265,0
L778123,TEMOZOLOMIDE,T47D,-31.683189,0
L778123,TEMOZOLOMIDE,UACC62,4.842579024,0
L778123,TEMOZOLOMIDE,UWB1289BRCA1,17.69359961,0
L778123,TEMOZOLOMIDE,UWB1289,23.8512335,0
L778123,TEMOZOLOMIDE,VCAP,15.62415617,0
L778123,TEMOZOLOMIDE,ZR751,-29.40778253,0
L778123,TOPOTECAN,A2058,45.10320001,0
L778123,TOPOTECAN,A2780,3.165894234,0
L778123,TOPOTECAN,A375,-36.31706666,0
L778123,TOPOTECAN,A427,23.66434287,0
L778123,TOPOTECAN,CAOV3,7.04237231,0
L778123,TOPOTECAN,COLO320DM,22.74006146,0
L778123,TOPOTECAN,DLD1,11.88964736,0
L778123,TOPOTECAN,EFM192B,9.487418568,0
L778123,TOPOTECAN,ES2,15.25743219,0
L778123,TOPOTECAN,HCT116,22.75343346,0
L778123,TOPOTECAN,HT144,7.196669256,0
L778123,TOPOTECAN,HT29,24.95918685,0
L778123,TOPOTECAN,KPL1,2.375777438,0
L778123,TOPOTECAN,LNCAP,28.51713837,0
L778123,TOPOTECAN,LOVO,10.0465601,0
L778123,TOPOTECAN,MDAMB436,13.01194404,0
L778123,TOPOTECAN,MSTO,7.926594343,0
L778123,TOPOTECAN,NCIH1650,5.548579555,0
L778123,TOPOTECAN,NCIH2122,11.47544217,0
L778123,TOPOTECAN,NCIH23,15.45840401,0
L778123,TOPOTECAN,NCIH460,10.38531718,0
L778123,TOPOTECAN,NCIH520,14.53943317,0
L778123,TOPOTECAN,OCUBM,4.15996001,0
L778123,TOPOTECAN,OV90,13.71567206,0
L778123,TOPOTECAN,OVCAR3,2.995299732,0
L778123,TOPOTECAN,PA1,-0.070707003,0
L778123,TOPOTECAN,RKO,30.19132446,0
L778123,TOPOTECAN,RPMI7951,7.516514391,0
L778123,TOPOTECAN,SKMEL30,14.60531735,0
L778123,TOPOTECAN,SKMES1,26.19818471,0
L778123,TOPOTECAN,SKOV3,13.5750075,0
L778123,TOPOTECAN,SW620,24.68523819,0
L778123,TOPOTECAN,SW837,10.47191898,0
L778123,TOPOTECAN,T47D,8.519656594,0
L778123,TOPOTECAN,UACC62,6.736937412,0
L778123,TOPOTECAN,UWB1289BRCA1,15.8696819,0
L778123,TOPOTECAN,UWB1289,11.5353432,0
L778123,TOPOTECAN,VCAP,16.1613486,0
L778123,TOPOTECAN,ZR751,11.38315177,0
L778123,VINORELBINE,A2058,24.03464194,3
L778123,VINORELBINE,A2780,2.457978727,3
L778123,VINORELBINE,A375,18.8876269,3
L778123,VINORELBINE,A427,7.471599266,3
L778123,VINORELBINE,CAOV3,-7.524684093,3
L778123,VINORELBINE,COLO320DM,3.786007908,3
L778123,VINORELBINE,DLD1,4.584090627,3
L778123,VINORELBINE,EFM192B,-18.4874913,3
L778123,VINORELBINE,ES2,-3.16464357,3
L778123,VINORELBINE,HCT116,-5.409595076,3
L778123,VINORELBINE,HT144,14.49517142,3
L778123,VINORELBINE,HT29,-6.116402262,3
L778123,VINORELBINE,KPL1,-0.974104519,3
L778123,VINORELBINE,LNCAP,6.512099628,3
L778123,VINORELBINE,LOVO,5.237040929,3
L778123,VINORELBINE,MDAMB436,11.97416707,3
L778123,VINORELBINE,MSTO,13.91960112,3
L778123,VINORELBINE,NCIH1650,8.012918491,3
L778123,VINORELBINE,NCIH2122,-27.18852434,3
L778123,VINORELBINE,NCIH23,-101.7144172,3
L778123,VINORELBINE,NCIH460,4.898055768,3
L778123,VINORELBINE,NCIH520,-10.91514974,3
L778123,VINORELBINE,OCUBM,4.283764512,3
L778123,VINORELBINE,OV90,40.21417194,3
L778123,VINORELBINE,OVCAR3,-34.1304177,3
L778123,VINORELBINE,PA1,-6.174368907,3
L778123,VINORELBINE,RKO,-5.890660718,3
L778123,VINORELBINE,RPMI7951,6.567576293,3
L778123,VINORELBINE,SKMEL30,9.490453086,3
L778123,VINORELBINE,SKMES1,6.533783576,3
L778123,VINORELBINE,SKOV3,-7.006392416,3
L778123,VINORELBINE,SW620,4.506492063,3
L778123,VINORELBINE,SW837,-9.958078477,3
L778123,VINORELBINE,T47D,-8.7099148,3
L778123,VINORELBINE,UACC62,-0.628559817,3
L778123,VINORELBINE,UWB1289BRCA1,1.281610676,3
L778123,VINORELBINE,UWB1289,25.86698001,3
L778123,VINORELBINE,VCAP,-8.700899499,3
L778123,VINORELBINE,ZR751,3.848733653,3
L778123,ZOLINZA,A2058,9.318096143,1
L778123,ZOLINZA,A2780,8.140211457,1
L778123,ZOLINZA,A375,6.259155238,1
L778123,ZOLINZA,A427,-32.70836734,1
L778123,ZOLINZA,CAOV3,13.55376892,1
L778123,ZOLINZA,COLO320DM,9.469482713,1
L778123,ZOLINZA,DLD1,5.753588324,1
L778123,ZOLINZA,EFM192B,11.03267919,1
L778123,ZOLINZA,ES2,11.12228726,1
L778123,ZOLINZA,HCT116,9.221240469,1
L778123,ZOLINZA,HT144,-1.123576866,1
L778123,ZOLINZA,HT29,21.53709351,1
L778123,ZOLINZA,KPL1,7.075170023,1
L778123,ZOLINZA,LNCAP,22.44109188,1
L778123,ZOLINZA,LOVO,15.29045291,1
L778123,ZOLINZA,MDAMB436,6.013892532,1
L778123,ZOLINZA,MSTO,11.96664894,1
L778123,ZOLINZA,NCIH1650,-1.702096951,1
L778123,ZOLINZA,NCIH2122,21.34192409,1
L778123,ZOLINZA,NCIH23,13.35294045,1
L778123,ZOLINZA,NCIH460,11.91607197,1
L778123,ZOLINZA,NCIH520,-0.916779375,1
L778123,ZOLINZA,OCUBM,17.91689484,1
L778123,ZOLINZA,OV90,19.76853686,1
L778123,ZOLINZA,OVCAR3,1.14270799,1
L778123,ZOLINZA,PA1,4.897749664,1
L778123,ZOLINZA,RKO,5.322550859,1
L778123,ZOLINZA,RPMI7951,6.58227534,1
L778123,ZOLINZA,SKMEL30,6.500428216,1
L778123,ZOLINZA,SKMES1,12.78676798,1
L778123,ZOLINZA,SKOV3,24.9558111,1
L778123,ZOLINZA,SW620,1.123987233,1
L778123,ZOLINZA,SW837,2.827004435,1
L778123,ZOLINZA,T47D,5.489633657,1
L778123,ZOLINZA,UACC62,2.285733375,1
L778123,ZOLINZA,UWB1289BRCA1,19.44779443,1
L778123,ZOLINZA,UWB1289,15.67862028,1
L778123,ZOLINZA,VCAP,16.20797271,1
L778123,ZOLINZA,ZR751,-7.603948636,1
LAPATINIB,ABT-888,A2058,7.032753472,2
LAPATINIB,ABT-888,A2780,10.61314841,2
LAPATINIB,ABT-888,A375,-6.035658691,2
LAPATINIB,ABT-888,A427,-26.00323788,2
LAPATINIB,ABT-888,CAOV3,11.52020438,2
LAPATINIB,ABT-888,COLO320DM,1.078603935,2
LAPATINIB,ABT-888,DLD1,-3.251667929,2
LAPATINIB,ABT-888,EFM192B,14.13731192,2
LAPATINIB,ABT-888,ES2,-7.943806987,2
LAPATINIB,ABT-888,HCT116,-1.095866984,2
LAPATINIB,ABT-888,HT144,-0.460428777,2
LAPATINIB,ABT-888,HT29,7.880887909,2
LAPATINIB,ABT-888,KPL1,8.195289793,2
LAPATINIB,ABT-888,LNCAP,18.83754843,2
LAPATINIB,ABT-888,LOVO,15.54487629,2
LAPATINIB,ABT-888,MDAMB436,4.541351056,2
LAPATINIB,ABT-888,MSTO,47.31666702,2
LAPATINIB,ABT-888,NCIH1650,-5.201896963,2
LAPATINIB,ABT-888,NCIH2122,-4.884717761,2
LAPATINIB,ABT-888,NCIH23,4.89959405,2
LAPATINIB,ABT-888,NCIH460,-10.78556992,2
LAPATINIB,ABT-888,NCIH520,-5.878398637,2
LAPATINIB,ABT-888,OCUBM,-6.978328496,2
LAPATINIB,ABT-888,OV90,-13.16172721,2
LAPATINIB,ABT-888,OVCAR3,-0.012839196,2
LAPATINIB,ABT-888,PA1,16.03960756,2
LAPATINIB,ABT-888,RKO,-4.094263427,2
LAPATINIB,ABT-888,RPMI7951,-10.37644078,2
LAPATINIB,ABT-888,SKMEL30,-9.090825843,2
LAPATINIB,ABT-888,SKMES1,-2.874003765,2
LAPATINIB,ABT-888,SKOV3,0.91944035,2
LAPATINIB,ABT-888,SW620,-9.000071112,2
LAPATINIB,ABT-888,SW837,-8.342002168,2
LAPATINIB,ABT-888,T47D,2.495023528,2
LAPATINIB,ABT-888,UACC62,0.846035339,2
LAPATINIB,ABT-888,UWB1289BRCA1,3.214666176,2
LAPATINIB,ABT-888,UWB1289,7.098499123,2
LAPATINIB,ABT-888,VCAP,-10.66114851,2
LAPATINIB,ABT-888,ZR751,7.759364905,2
LAPATINIB,BEZ-235,A2058,34.88357327,4
LAPATINIB,BEZ-235,A2780,33.65391894,4
LAPATINIB,BEZ-235,A375,27.90670544,4
LAPATINIB,BEZ-235,A427,15.44355511,4
LAPATINIB,BEZ-235,CAOV3,38.04606235,4
LAPATINIB,BEZ-235,COLO320DM,18.86518895,4
LAPATINIB,BEZ-235,DLD1,39.6543515,4
LAPATINIB,BEZ-235,EFM192B,44.11404873,4
LAPATINIB,BEZ-235,ES2,10.90628453,4
LAPATINIB,BEZ-235,HCT116,15.5044201,4
LAPATINIB,BEZ-235,HT144,19.93407839,4
LAPATINIB,BEZ-235,HT29,36.40278387,4
LAPATINIB,BEZ-235,KPL1,23.26427119,4
LAPATINIB,BEZ-235,LNCAP,89.98839495,4
LAPATINIB,BEZ-235,LOVO,48.30622234,4
LAPATINIB,BEZ-235,MDAMB436,17.23133998,4
LAPATINIB,BEZ-235,MSTO,-17.07556739,4
LAPATINIB,BEZ-235,NCIH1650,31.92801923,4
